Target Distance: 100, Step Size: 2
43332: (x,y) = (-5696.05,4956.09)
43333: (x,y) = (-5681.05,4982.07)
43334: (x,y) = (-5653.05,4992.82)
43335: (x,y) = (-5623.05,4993.35)
43336: (x,y) = (-5653.01,4991.77)
43337: (x,y) = (-5649.35,4962)
43338: (x,y) = (-5631.3,4985.96)
43339: (x,y) = (-5649.77,4962.32)
43340: (x,y) = (-5619.81,4960.75)
43341: (x,y) = (-5604.81,4986.73)
43342: (x,y) = (-5592.13,5013.92)
43343: (x,y) = (-5565.89,4999.37)
43344: (x,y) = (-5583.1,4974.8)
43345: (x,y) = (-5594.82,5002.41)
43346: (x,y) = (-5621.06,5016.96)
43347: (x,y) = (-5600.22,4995.38)
43348: (x,y) = (-5578.28,4974.92)
43349: (x,y) = (-5558.6,4997.56)
43350: (x,y) = (-5536.66,5018.02)
43351: (x,y) = (-5557.12,4996.08)
43352: (x,y) = (-5561.81,4966.45)
43353: (x,y) = (-5561.29,4936.45)
43354: (x,y) = (-5537.65,4954.92)
43355: (x,y) = (-5564.61,4941.77)
43356: (x,y) = (-5546.56,4917.81)
43357: (x,y) = (-5566.63,4940.11)
43358: (x,y) = (-5537.4,4933.36)
43359: (x,y) = (-5516.94,4911.42)
43360: (x,y) = (-5531.48,4885.18)
43361: (x,y) = (-5537.72,4914.52)
43362: (x,y) = (-5526,4942.14)
43363: (x,y) = (-5546.84,4920.56)
43364: (x,y) = (-5575.37,4929.83)
43365: (x,y) = (-5574.32,4959.81)
43366: (x,y) = (-5579.02,4989.44)
43367: (x,y) = (-5549.91,4982.18)
43368: (x,y) = (-5566.25,4957.02)
43369: (x,y) = (-5592.98,4970.64)
43370: (x,y) = (-5592.98,5000.64)
43371: (x,y) = (-5610.61,4976.37)
43372: (x,y) = (-5608,5006.26)
43373: (x,y) = (-5635.19,5018.94)
43374: (x,y) = (-5628.44,5048.17)
43375: (x,y) = (-5657.78,5041.93)
43376: (x,y) = (-5658.31,5011.93)
43377: (x,y) = (-5677.99,4989.29)
43378: (x,y) = (-5702.86,5006.07)
43379: (x,y) = (-5723.7,4984.49)
43380: (x,y) = (-5719.52,4954.78)
43381: (x,y) = (-5704.98,4981.02)
43382: (x,y) = (-5680.4,4963.81)
43383: (x,y) = (-5661.52,4987.13)
43384: (x,y) = (-5688.71,4974.45)
43385: (x,y) = (-5658.79,4976.54)
43386: (x,y) = (-5678.07,4999.52)
43387: (x,y) = (-5704.56,5013.61)
43388: (x,y) = (-5674.85,5017.78)
43389: (x,y) = (-5688.47,5044.51)
43390: (x,y) = (-5660.86,5032.79)
43391: (x,y) = (-5671.12,5004.6)
43392: (x,y) = (-5671.64,5034.59)
43393: (x,y) = (-5650.06,5055.43)
43394: (x,y) = (-5620.72,5049.2)
43395: (x,y) = (-5628.98,5020.36)
43396: (x,y) = (-5599.1,5022.97)
43397: (x,y) = (-5576.46,5003.29)
43398: (x,y) = (-5587.7,5031.11)
43399: (x,y) = (-5601.78,5004.62)
43400: (x,y) = (-5572.94,4996.35)
43401: (x,y) = (-5600.76,4985.11)
43402: (x,y) = (-5571.31,4979.39)
43403: (x,y) = (-5560.56,5007.39)
43404: (x,y) = (-5530.6,5005.82)
43405: (x,y) = (-5518.4,5033.23)
43406: (x,y) = (-5523.09,5003.6)
43407: (x,y) = (-5525.18,4973.67)
43408: (x,y) = (-5554.41,4980.42)
43409: (x,y) = (-5534.34,5002.72)
43410: (x,y) = (-5504.45,5005.33)
43411: (x,y) = (-5482.16,4985.26)
43412: (x,y) = (-5491.93,5013.62)
43413: (x,y) = (-5519.74,5002.38)
43414: (x,y) = (-5490.11,5007.08)
43415: (x,y) = (-5469.27,4985.5)
43416: (x,y) = (-5496.23,4972.35)
43417: (x,y) = (-5466.79,4978.07)
43418: (x,y) = (-5438.97,4966.83)
43419: (x,y) = (-5437.4,4996.79)
43420: (x,y) = (-5407.4,4996.79)
43421: (x,y) = (-5385.82,4975.95)
43422: (x,y) = (-5412.06,4961.41)
43423: (x,y) = (-5413.11,4991.39)
43424: (x,y) = (-5431.58,4967.75)
43425: (x,y) = (-5460.26,4958.98)
43426: (x,y) = (-5431.16,4951.72)
43427: (x,y) = (-5447.5,4926.56)
43428: (x,y) = (-5421.01,4940.64)
43429: (x,y) = (-5395.03,4925.64)
43430: (x,y) = (-5365.32,4921.47)
43431: (x,y) = (-5336.09,4928.22)
43432: (x,y) = (-5365.79,4932.39)
43433: (x,y) = (-5390.96,4916.05)
43434: (x,y) = (-5386.78,4945.76)
43435: (x,y) = (-5364.14,4965.44)
43436: (x,y) = (-5390.38,4979.99)
43437: (x,y) = (-5414.65,4962.35)
43438: (x,y) = (-5444.65,4962.35)
43439: (x,y) = (-5422.01,4942.67)
43440: (x,y) = (-5425.14,4912.84)
43441: (x,y) = (-5455.03,4910.22)
43442: (x,y) = (-5480.74,4925.67)
43443: (x,y) = (-5493.42,4898.48)
43444: (x,y) = (-5499.15,4869.03)
43445: (x,y) = (-5473.17,4884.03)
43446: (x,y) = (-5501.36,4873.77)
43447: (x,y) = (-5509.63,4902.61)
43448: (x,y) = (-5487.33,4922.69)
43449: (x,y) = (-5468.05,4945.67)
43450: (x,y) = (-5455.37,4972.86)
43451: (x,y) = (-5433.07,4992.93)
43452: (x,y) = (-5403.24,4996.07)
43453: (x,y) = (-5401.15,4966.14)
43454: (x,y) = (-5421.99,4987.72)
43455: (x,y) = (-5432.74,5015.73)
43456: (x,y) = (-5404.05,5006.96)
43457: (x,y) = (-5374.34,5002.78)
43458: (x,y) = (-5397.32,4983.5)
43459: (x,y) = (-5367.87,4989.22)
43460: (x,y) = (-5344.23,4970.75)
43461: (x,y) = (-5341.1,5000.59)
43462: (x,y) = (-5348.35,4971.48)
43463: (x,y) = (-5369.19,4993.06)
43464: (x,y) = (-5355.57,4966.33)
43465: (x,y) = (-5381.29,4950.88)
43466: (x,y) = (-5361.21,4973.17)
43467: (x,y) = (-5360.69,5003.17)
43468: (x,y) = (-5348.97,5030.78)
43469: (x,y) = (-5369.04,5008.49)
43470: (x,y) = (-5363.83,4978.94)
43471: (x,y) = (-5337.59,4964.4)
43472: (x,y) = (-5319.54,4988.36)
43473: (x,y) = (-5304.09,4962.64)
43474: (x,y) = (-5328.36,4945.01)
43475: (x,y) = (-5308.29,4922.72)
43476: (x,y) = (-5282.05,4908.17)
43477: (x,y) = (-5272.78,4879.64)
43478: (x,y) = (-5262.52,4851.45)
43479: (x,y) = (-5233.29,4858.2)
43480: (x,y) = (-5205.28,4847.45)
43481: (x,y) = (-5225.74,4825.51)
43482: (x,y) = (-5208.96,4850.38)
43483: (x,y) = (-5232.92,4832.32)
43484: (x,y) = (-5256.24,4851.2)
43485: (x,y) = (-5242.15,4877.69)
43486: (x,y) = (-5216.71,4861.79)
43487: (x,y) = (-5233.49,4886.66)
43488: (x,y) = (-5216.28,4911.24)
43489: (x,y) = (-5201.73,4937.48)
43490: (x,y) = (-5172.03,4941.65)
43491: (x,y) = (-5182.78,4913.64)
43492: (x,y) = (-5207.35,4930.85)
43493: (x,y) = (-5210.49,4901.02)
43494: (x,y) = (-5217.74,4871.91)
43495: (x,y) = (-5214.09,4901.68)
43496: (x,y) = (-5226.77,4928.87)
43497: (x,y) = (-5209.99,4904)
43498: (x,y) = (-5188.41,4924.84)
43499: (x,y) = (-5170.78,4949.11)
43500: (x,y) = (-5200.49,4953.29)
43501: (x,y) = (-5229.32,4945.02)
43502: (x,y) = (-5202.13,4957.7)
43503: (x,y) = (-5205.79,4987.47)
43504: (x,y) = (-5227.73,5007.93)
43505: (x,y) = (-5239.93,5035.34)
43506: (x,y) = (-5234.21,5005.89)
43507: (x,y) = (-5243.48,5034.42)
43508: (x,y) = (-5241.39,5004.5)
43509: (x,y) = (-5238.25,5034.33)
43510: (x,y) = (-5208.42,5031.2)
43511: (x,y) = (-5217.19,5002.51)
43512: (x,y) = (-5197.5,4979.86)
43513: (x,y) = (-5191.27,4950.52)
43514: (x,y) = (-5162.58,4941.75)
43515: (x,y) = (-5164.15,4971.71)
43516: (x,y) = (-5135.31,4963.44)
43517: (x,y) = (-5165.27,4961.87)
43518: (x,y) = (-5164.75,4991.86)
43519: (x,y) = (-5164.22,4961.87)
43520: (x,y) = (-5177.37,4934.9)
43521: (x,y) = (-5151.66,4919.45)
43522: (x,y) = (-5126.5,4935.79)
43523: (x,y) = (-5100.52,4950.79)
43524: (x,y) = (-5108.79,4979.63)
43525: (x,y) = (-5099.02,4951.27)
43526: (x,y) = (-5070.04,4943.5)
43527: (x,y) = (-5092.68,4923.82)
43528: (x,y) = (-5110.74,4899.86)
43529: (x,y) = (-5084.5,4914.4)
43530: (x,y) = (-5109.94,4930.3)
43531: (x,y) = (-5106.28,4900.53)
43532: (x,y) = (-5109.94,4930.3)
43533: (x,y) = (-5139.72,4933.96)
43534: (x,y) = (-5110.61,4941.22)
43535: (x,y) = (-5128.24,4916.95)
43536: (x,y) = (-5156.25,4927.7)
43537: (x,y) = (-5143.57,4900.51)
43538: (x,y) = (-5168.44,4883.73)
43539: (x,y) = (-5160.17,4912.57)
43540: (x,y) = (-5169.94,4884.2)
43541: (x,y) = (-5164.73,4913.75)
43542: (x,y) = (-5193.1,4903.98)
43543: (x,y) = (-5220.71,4892.26)
43544: (x,y) = (-5190.73,4893.31)
43545: (x,y) = (-5220.71,4892.26)
43546: (x,y) = (-5250.06,4898.5)
43547: (x,y) = (-5273.37,4879.62)
43548: (x,y) = (-5243.53,4882.75)
43549: (x,y) = (-5250.28,4853.52)
43550: (x,y) = (-5220.3,4854.57)
43551: (x,y) = (-5230.56,4826.38)
43552: (x,y) = (-5251.02,4804.44)
43553: (x,y) = (-5226.45,4821.64)
43554: (x,y) = (-5221.24,4792.1)
43555: (x,y) = (-5194.51,4778.48)
43556: (x,y) = (-5223.34,4770.21)
43557: (x,y) = (-5225.96,4740.33)
43558: (x,y) = (-5213.76,4767.73)
43559: (x,y) = (-5203.01,4795.74)
43560: (x,y) = (-5232.12,4803)
43561: (x,y) = (-5256.99,4786.22)
43562: (x,y) = (-5280.63,4767.75)
43563: (x,y) = (-5284.28,4737.97)
43564: (x,y) = (-5289.49,4708.43)
43565: (x,y) = (-5307.96,4684.79)
43566: (x,y) = (-5278.33,4689.48)
43567: (x,y) = (-5267.58,4661.48)
43568: (x,y) = (-5244.6,4680.76)
43569: (x,y) = (-5247.73,4710.59)
43570: (x,y) = (-5217.85,4713.21)
43571: (x,y) = (-5207.1,4685.2)
43572: (x,y) = (-5237.02,4687.29)
43573: (x,y) = (-5230.28,4716.53)
43574: (x,y) = (-5200.44,4719.66)
43575: (x,y) = (-5181.56,4742.98)
43576: (x,y) = (-5187.29,4713.53)
43577: (x,y) = (-5217.12,4716.66)
43578: (x,y) = (-5240.76,4735.13)
43579: (x,y) = (-5262.7,4755.59)
43580: (x,y) = (-5253.43,4784.12)
43581: (x,y) = (-5224.59,4792.39)
43582: (x,y) = (-5198.11,4806.48)
43583: (x,y) = (-5227.74,4811.17)
43584: (x,y) = (-5209.27,4834.81)
43585: (x,y) = (-5239.27,4834.81)
43586: (x,y) = (-5210.43,4843.08)
43587: (x,y) = (-5225.43,4869.06)
43588: (x,y) = (-5203.13,4848.99)
43589: (x,y) = (-5182.29,4827.41)
43590: (x,y) = (-5211.84,4822.2)
43591: (x,y) = (-5181.91,4820.1)
43592: (x,y) = (-5159.27,4839.79)
43593: (x,y) = (-5154.06,4810.24)
43594: (x,y) = (-5174.13,4832.54)
43595: (x,y) = (-5158.68,4806.82)
43596: (x,y) = (-5185.41,4820.44)
43597: (x,y) = (-5208.73,4839.32)
43598: (x,y) = (-5215.99,4868.43)
43599: (x,y) = (-5203.31,4895.62)
43600: (x,y) = (-5213.07,4923.98)
43601: (x,y) = (-5223.33,4952.18)
43602: (x,y) = (-5243.41,4929.88)
43603: (x,y) = (-5271.22,4941.12)
43604: (x,y) = (-5301,4937.46)
43605: (x,y) = (-5318.21,4912.89)
43606: (x,y) = (-5313.51,4942.52)
43607: (x,y) = (-5291.22,4922.45)
43608: (x,y) = (-5271.54,4945.09)
43609: (x,y) = (-5293.48,4924.63)
43610: (x,y) = (-5296.62,4954.46)
43611: (x,y) = (-5266.84,4950.81)
43612: (x,y) = (-5277.59,4978.81)
43613: (x,y) = (-5247.66,4976.72)
43614: (x,y) = (-5223.39,4994.35)
43615: (x,y) = (-5198.82,5011.56)
43616: (x,y) = (-5178.74,5033.86)
43617: (x,y) = (-5160.27,5057.5)
43618: (x,y) = (-5187.68,5069.7)
43619: (x,y) = (-5157.84,5072.83)
43620: (x,y) = (-5173.3,5047.12)
43621: (x,y) = (-5196.94,5028.65)
43622: (x,y) = (-5214.14,5004.08)
43623: (x,y) = (-5208.93,4974.53)
43624: (x,y) = (-5231.23,4994.6)
43625: (x,y) = (-5201.45,4998.26)
43626: (x,y) = (-5203.02,5028.22)
43627: (x,y) = (-5192.27,5000.21)
43628: (x,y) = (-5164.08,5010.47)
43629: (x,y) = (-5192.77,5001.7)
43630: (x,y) = (-5212.84,4979.41)
43631: (x,y) = (-5182.86,4980.45)
43632: (x,y) = (-5212.86,4980.98)
43633: (x,y) = (-5216.51,5010.75)
43634: (x,y) = (-5244.7,5021.02)
43635: (x,y) = (-5260.6,4995.57)
43636: (x,y) = (-5234.11,4981.49)
43637: (x,y) = (-5245.83,5009.1)
43638: (x,y) = (-5274.52,5000.33)
43639: (x,y) = (-5283.3,4971.64)
43640: (x,y) = (-5255.89,4959.44)
43641: (x,y) = (-5284.87,4967.21)
43642: (x,y) = (-5296.59,4939.59)
43643: (x,y) = (-5273.95,4919.91)
43644: (x,y) = (-5302.31,4929.68)
43645: (x,y) = (-5329.5,4942.36)
43646: (x,y) = (-5299.62,4939.74)
43647: (x,y) = (-5325.85,4925.2)
43648: (x,y) = (-5352.34,4911.11)
43649: (x,y) = (-5378.58,4925.66)
43650: (x,y) = (-5377.53,4955.64)
43651: (x,y) = (-5375.96,4985.6)
43652: (x,y) = (-5346.33,4990.29)
43653: (x,y) = (-5375.31,4982.53)
43654: (x,y) = (-5390.76,4956.81)
43655: (x,y) = (-5415.92,4973.15)
43656: (x,y) = (-5443.74,4961.91)
43657: (x,y) = (-5417.25,4947.83)
43658: (x,y) = (-5397.57,4925.19)
43659: (x,y) = (-5399.66,4955.11)
43660: (x,y) = (-5429.11,4960.84)
43661: (x,y) = (-5459.11,4961.36)
43662: (x,y) = (-5462.24,4991.2)
43663: (x,y) = (-5432.79,4985.47)
43664: (x,y) = (-5458.23,5001.37)
43665: (x,y) = (-5476.7,5025.01)
43666: (x,y) = (-5481.4,5054.64)
43667: (x,y) = (-5496.4,5080.62)
43668: (x,y) = (-5510.94,5054.38)
43669: (x,y) = (-5497.79,5027.42)
43670: (x,y) = (-5509.99,5000.01)
43671: (x,y) = (-5509.47,5030.01)
43672: (x,y) = (-5515.19,5059.46)
43673: (x,y) = (-5485.31,5062.07)
43674: (x,y) = (-5465.63,5084.71)
43675: (x,y) = (-5469.8,5055.01)
43676: (x,y) = (-5497.99,5065.27)
43677: (x,y) = (-5476.41,5086.11)
43678: (x,y) = (-5447.57,5077.84)
43679: (x,y) = (-5462.57,5051.86)
43680: (x,y) = (-5491.55,5044.09)
43681: (x,y) = (-5474.78,5019.22)
43682: (x,y) = (-5503.14,5009.45)
43683: (x,y) = (-5530.55,4997.25)
43684: (x,y) = (-5553.19,5016.93)
43685: (x,y) = (-5546.95,5046.28)
43686: (x,y) = (-5568.89,5025.82)
43687: (x,y) = (-5594.05,5009.48)
43688: (x,y) = (-5587.81,4980.13)
43689: (x,y) = (-5617.65,4983.27)
43690: (x,y) = (-5599.6,4959.31)
43691: (x,y) = (-5575.33,4941.68)
43692: (x,y) = (-5545.49,4938.54)
43693: (x,y) = (-5542.35,4908.71)
43694: (x,y) = (-5572.24,4906.09)
43695: (x,y) = (-5543.13,4913.35)
43696: (x,y) = (-5521.55,4934.19)
43697: (x,y) = (-5514.29,4905.08)
43698: (x,y) = (-5484.52,4908.74)
43699: (x,y) = (-5476.25,4879.9)
43700: (x,y) = (-5498.89,4860.22)
43701: (x,y) = (-5507.66,4831.53)
43702: (x,y) = (-5519.38,4803.91)
43703: (x,y) = (-5548.49,4796.65)
43704: (x,y) = (-5554.73,4767.31)
43705: (x,y) = (-5541.58,4740.35)
43706: (x,y) = (-5515.86,4724.89)
43707: (x,y) = (-5505.6,4696.7)
43708: (x,y) = (-5531.04,4680.81)
43709: (x,y) = (-5510.58,4658.87)
43710: (x,y) = (-5540.21,4663.56)
43711: (x,y) = (-5535.52,4633.93)
43712: (x,y) = (-5542.27,4604.7)
43713: (x,y) = (-5556.35,4578.21)
43714: (x,y) = (-5526.47,4575.59)
43715: (x,y) = (-5527.51,4545.61)
43716: (x,y) = (-5504.2,4526.73)
43717: (x,y) = (-5527.51,4507.85)
43718: (x,y) = (-5542.97,4533.57)
43719: (x,y) = (-5555.64,4560.76)
43720: (x,y) = (-5558.26,4530.87)
43721: (x,y) = (-5547.02,4558.69)
43722: (x,y) = (-5541.3,4588.14)
43723: (x,y) = (-5560.98,4610.78)
43724: (x,y) = (-5532.14,4602.51)
43725: (x,y) = (-5535.28,4572.67)
43726: (x,y) = (-5560.15,4589.45)
43727: (x,y) = (-5564.84,4559.82)
43728: (x,y) = (-5594.47,4555.12)
43729: (x,y) = (-5621.2,4568.74)
43730: (x,y) = (-5605.75,4594.46)
43731: (x,y) = (-5586.47,4617.44)
43732: (x,y) = (-5565.63,4639.02)
43733: (x,y) = (-5547.99,4614.75)
43734: (x,y) = (-5561.14,4587.79)
43735: (x,y) = (-5591.07,4589.88)
43736: (x,y) = (-5603.75,4617.07)
43737: (x,y) = (-5628.91,4600.73)
43738: (x,y) = (-5637.18,4629.57)
43739: (x,y) = (-5612.02,4613.23)
43740: (x,y) = (-5588.38,4631.7)
43741: (x,y) = (-5614.09,4647.15)
43742: (x,y) = (-5628.64,4673.39)
43743: (x,y) = (-5657.87,4680.14)
43744: (x,y) = (-5632.43,4696.03)
43745: (x,y) = (-5644.63,4723.44)
43746: (x,y) = (-5636.86,4752.42)
43747: (x,y) = (-5658.08,4731.2)
43748: (x,y) = (-5685.27,4718.53)
43749: (x,y) = (-5674.03,4746.34)
43750: (x,y) = (-5645.84,4736.08)
43751: (x,y) = (-5656.59,4764.09)
43752: (x,y) = (-5678.53,4784.55)
43753: (x,y) = (-5663.53,4810.53)
43754: (x,y) = (-5677.61,4784.04)
43755: (x,y) = (-5647.84,4780.38)
43756: (x,y) = (-5623.57,4762.75)
43757: (x,y) = (-5597.08,4776.83)
43758: (x,y) = (-5605.35,4748)
43759: (x,y) = (-5578.16,4760.67)
43760: (x,y) = (-5608.15,4760.15)
43761: (x,y) = (-5587.69,4738.21)
43762: (x,y) = (-5579.93,4767.19)
43763: (x,y) = (-5584.62,4796.82)
43764: (x,y) = (-5604.7,4819.11)
43765: (x,y) = (-5634.04,4812.88)
43766: (x,y) = (-5631.43,4782.99)
43767: (x,y) = (-5643.15,4755.38)
43768: (x,y) = (-5639.49,4725.6)
43769: (x,y) = (-5647.76,4696.76)
43770: (x,y) = (-5645.67,4726.69)
43771: (x,y) = (-5675.38,4722.51)
43772: (x,y) = (-5653.44,4742.97)
43773: (x,y) = (-5680.62,4730.29)
43774: (x,y) = (-5650.74,4727.68)
43775: (x,y) = (-5632.68,4703.72)
43776: (x,y) = (-5662.03,4697.48)
43777: (x,y) = (-5645.69,4672.32)
43778: (x,y) = (-5675.4,4676.5)
43779: (x,y) = (-5651.44,4694.55)
43780: (x,y) = (-5621.99,4700.28)
43781: (x,y) = (-5594.8,4712.96)
43782: (x,y) = (-5620.24,4728.85)
43783: (x,y) = (-5592.05,4739.11)
43784: (x,y) = (-5589.44,4769)
43785: (x,y) = (-5593.09,4739.22)
43786: (x,y) = (-5563.98,4746.48)
43787: (x,y) = (-5558.26,4717.03)
43788: (x,y) = (-5586.95,4725.8)
43789: (x,y) = (-5609.93,4745.09)
43790: (x,y) = (-5591.88,4721.13)
43791: (x,y) = (-5615.83,4703.07)
43792: (x,y) = (-5617.93,4733)
43793: (x,y) = (-5626.2,4704.16)
43794: (x,y) = (-5604.62,4683.32)
43795: (x,y) = (-5608.79,4713.03)
43796: (x,y) = (-5586.5,4692.96)
43797: (x,y) = (-5593.75,4722.07)
43798: (x,y) = (-5564.78,4714.3)
43799: (x,y) = (-5574.05,4742.83)
43800: (x,y) = (-5544.07,4741.79)
43801: (x,y) = (-5534.3,4770.15)
43802: (x,y) = (-5521.15,4743.19)
43803: (x,y) = (-5519.58,4713.23)
43804: (x,y) = (-5545.29,4728.68)
43805: (x,y) = (-5573.98,4737.45)
43806: (x,y) = (-5575.55,4767.41)
43807: (x,y) = (-5547.19,4757.64)
43808: (x,y) = (-5555.46,4786.48)
43809: (x,y) = (-5577.4,4806.94)
43810: (x,y) = (-5548.86,4816.21)
43811: (x,y) = (-5562.95,4842.7)
43812: (x,y) = (-5591.48,4851.97)
43813: (x,y) = (-5568.17,4870.85)
43814: (x,y) = (-5538.62,4876.06)
43815: (x,y) = (-5553.17,4902.3)
43816: (x,y) = (-5583,4905.43)
43817: (x,y) = (-5555.6,4917.64)
43818: (x,y) = (-5554.02,4887.68)
43819: (x,y) = (-5526.41,4875.95)
43820: (x,y) = (-5555.39,4883.72)
43821: (x,y) = (-5556.43,4913.7)
43822: (x,y) = (-5585.54,4906.44)
43823: (x,y) = (-5605.23,4929.08)
43824: (x,y) = (-5576.12,4921.83)
43825: (x,y) = (-5602.35,4936.37)
43826: (x,y) = (-5622.04,4913.73)
43827: (x,y) = (-5652,4915.3)
43828: (x,y) = (-5670.05,4939.26)
43829: (x,y) = (-5667.96,4969.19)
43830: (x,y) = (-5660.19,4940.21)
43831: (x,y) = (-5630.23,4938.64)
43832: (x,y) = (-5604,4953.18)
43833: (x,y) = (-5626.64,4933.5)
43834: (x,y) = (-5650.28,4951.97)
43835: (x,y) = (-5680.26,4953.02)
43836: (x,y) = (-5652.85,4965.22)
43837: (x,y) = (-5670.06,4940.64)
43838: (x,y) = (-5698.07,4951.4)
43839: (x,y) = (-5668.11,4952.97)
43840: (x,y) = (-5680.79,4925.78)
43841: (x,y) = (-5661.5,4948.76)
43842: (x,y) = (-5631.73,4945.1)
43843: (x,y) = (-5611.27,4967.04)
43844: (x,y) = (-5587.95,4948.16)
43845: (x,y) = (-5557.99,4949.73)
43846: (x,y) = (-5534.68,4968.61)
43847: (x,y) = (-5555.89,4989.83)
43848: (x,y) = (-5529.4,5003.91)
43849: (x,y) = (-5559.33,5001.82)
43850: (x,y) = (-5570.57,5029.63)
43851: (x,y) = (-5557.89,5056.82)
43852: (x,y) = (-5554.75,5026.99)
43853: (x,y) = (-5536.7,5003.03)
43854: (x,y) = (-5525.46,5030.84)
43855: (x,y) = (-5546.3,5052.42)
43856: (x,y) = (-5520.32,5037.42)
43857: (x,y) = (-5549.77,5043.15)
43858: (x,y) = (-5530.09,5020.51)
43859: (x,y) = (-5533.74,5050.28)
43860: (x,y) = (-5541.51,5021.3)
43861: (x,y) = (-5550.78,5049.84)
43862: (x,y) = (-5552.87,5079.76)
43863: (x,y) = (-5545.61,5050.65)
43864: (x,y) = (-5573.62,5039.9)
43865: (x,y) = (-5590.4,5015.03)
43866: (x,y) = (-5597.15,5044.26)
43867: (x,y) = (-5617.99,5022.68)
43868: (x,y) = (-5589.15,5014.41)
43869: (x,y) = (-5609.99,5035.99)
43870: (x,y) = (-5615.71,5065.44)
43871: (x,y) = (-5635.39,5042.8)
43872: (x,y) = (-5665.32,5040.71)
43873: (x,y) = (-5667.41,5070.64)
43874: (x,y) = (-5692.85,5086.53)
43875: (x,y) = (-5717.43,5103.74)
43876: (x,y) = (-5721.09,5133.52)
43877: (x,y) = (-5705.63,5159.23)
43878: (x,y) = (-5700.42,5129.69)
43879: (x,y) = (-5717.63,5154.26)
43880: (x,y) = (-5731.25,5127.53)
43881: (x,y) = (-5733.87,5097.65)
43882: (x,y) = (-5719.78,5124.14)
43883: (x,y) = (-5694.07,5139.59)
43884: (x,y) = (-5719.51,5123.69)
43885: (x,y) = (-5738.79,5146.67)
43886: (x,y) = (-5767.9,5153.93)
43887: (x,y) = (-5797.88,5152.88)
43888: (x,y) = (-5827.51,5157.57)
43889: (x,y) = (-5798.06,5151.85)
43890: (x,y) = (-5824.3,5166.39)
43891: (x,y) = (-5812.1,5193.8)
43892: (x,y) = (-5816.28,5223.51)
43893: (x,y) = (-5829.9,5250.24)
43894: (x,y) = (-5851.84,5229.78)
43895: (x,y) = (-5837.29,5203.54)
43896: (x,y) = (-5858.51,5182.33)
43897: (x,y) = (-5887.04,5173.06)
43898: (x,y) = (-5863.08,5191.11)
43899: (x,y) = (-5889.32,5176.57)
43900: (x,y) = (-5862.83,5162.48)
43901: (x,y) = (-5885.12,5182.56)
43902: (x,y) = (-5865.84,5159.57)
43903: (x,y) = (-5839.6,5174.12)
43904: (x,y) = (-5858.07,5150.48)
43905: (x,y) = (-5831.83,5135.93)
43906: (x,y) = (-5810.99,5157.51)
43907: (x,y) = (-5838.81,5146.28)
43908: (x,y) = (-5812.83,5161.28)
43909: (x,y) = (-5787.67,5144.94)
43910: (x,y) = (-5816.03,5135.17)
43911: (x,y) = (-5840.9,5151.95)
43912: (x,y) = (-5848.16,5181.05)
43913: (x,y) = (-5852.34,5151.35)
43914: (x,y) = (-5882.3,5152.92)
43915: (x,y) = (-5860.71,5132.08)
43916: (x,y) = (-5863.85,5102.24)
43917: (x,y) = (-5888.43,5085.03)
43918: (x,y) = (-5858.88,5090.24)
43919: (x,y) = (-5851.62,5119.35)
43920: (x,y) = (-5878.81,5106.67)
43921: (x,y) = (-5853.65,5123.01)
43922: (x,y) = (-5824.54,5130.27)
43923: (x,y) = (-5854.43,5132.89)
43924: (x,y) = (-5880.41,5147.89)
43925: (x,y) = (-5890.18,5176.25)
43926: (x,y) = (-5902.38,5203.66)
43927: (x,y) = (-5873.4,5211.42)
43928: (x,y) = (-5855.35,5187.46)
43929: (x,y) = (-5827.94,5199.66)
43930: (x,y) = (-5849.15,5178.45)
43931: (x,y) = (-5875.64,5192.54)
43932: (x,y) = (-5904.17,5201.81)
43933: (x,y) = (-5883.71,5223.75)
43934: (x,y) = (-5913.71,5223.22)
43935: (x,y) = (-5915.28,5193.26)
43936: (x,y) = (-5886.75,5202.53)
43937: (x,y) = (-5907.21,5180.59)
43938: (x,y) = (-5916.98,5208.96)
43939: (x,y) = (-5897.29,5231.6)
43940: (x,y) = (-5885.09,5259.01)
43941: (x,y) = (-5866.62,5235.37)
43942: (x,y) = (-5854.9,5262.98)
43943: (x,y) = (-5884.44,5268.19)
43944: (x,y) = (-5880.27,5297.9)
43945: (x,y) = (-5893.42,5270.94)
43946: (x,y) = (-5863.44,5269.89)
43947: (x,y) = (-5886.75,5251.01)
43948: (x,y) = (-5891.96,5280.55)
43949: (x,y) = (-5862.25,5284.73)
43950: (x,y) = (-5891.48,5291.48)
43951: (x,y) = (-5874.28,5266.9)
43952: (x,y) = (-5851.64,5286.58)
43953: (x,y) = (-5881.63,5286.06)
43954: (x,y) = (-5896.63,5312.04)
43955: (x,y) = (-5883.01,5338.77)
43956: (x,y) = (-5911.7,5347.54)
43957: (x,y) = (-5919.97,5376.38)
43958: (x,y) = (-5914.25,5405.83)
43959: (x,y) = (-5924.51,5434.02)
43960: (x,y) = (-5943.79,5457)
43961: (x,y) = (-5973.72,5459.09)
43962: (x,y) = (-5977.89,5429.39)
43963: (x,y) = (-6006.87,5437.15)
43964: (x,y) = (-6009.48,5467.04)
43965: (x,y) = (-5988.27,5445.82)
43966: (x,y) = (-5971.5,5420.95)
43967: (x,y) = (-5983.7,5448.36)
