Target Distance: 100, Step Size: 1
80449: (x,y) = (-11758.6,71613.5)
80450: (x,y) = (-11636.4,71775.7)
80451: (x,y) = (-11747,71945.9)
80452: (x,y) = (-11909.1,72068.1)
80453: (x,y) = (-12066.8,72195.8)
80454: (x,y) = (-12049.2,71993.6)
80455: (x,y) = (-11882.9,72110)
80456: (x,y) = (-11875.8,71907.2)
80457: (x,y) = (-12077.3,71931.9)
80458: (x,y) = (-11883.1,71991.2)
80459: (x,y) = (-11900.8,72193.5)
80460: (x,y) = (-12090.3,72120.7)
80461: (x,y) = (-12146.3,72315.9)
80462: (x,y) = (-11963.8,72226.9)
80463: (x,y) = (-11774.3,72154.1)
80464: (x,y) = (-11774.3,72357.1)
80465: (x,y) = (-11649.3,72197.2)
80466: (x,y) = (-11475.3,72092.6)
80467: (x,y) = (-11440.1,72292.5)
80468: (x,y) = (-11240.2,72257.3)
80469: (x,y) = (-11437.1,72208.2)
80470: (x,y) = (-11638.6,72183.4)
80471: (x,y) = (-11816.2,72281.8)
80472: (x,y) = (-12014.7,72324)
80473: (x,y) = (-12077.5,72131)
80474: (x,y) = (-11880.5,72180.1)
80475: (x,y) = (-11996.9,72013.8)
80476: (x,y) = (-12188.9,72079.9)
80477: (x,y) = (-11986,72087)
80478: (x,y) = (-11887.6,71909.4)
80479: (x,y) = (-11982.9,72088.7)
80480: (x,y) = (-12183.9,72116.9)
80481: (x,y) = (-12327.5,71973.4)
80482: (x,y) = (-12425.9,71795.8)
80483: (x,y) = (-12279.8,71654.8)
80484: (x,y) = (-12078,71676)
80485: (x,y) = (-11898.7,71771.3)
80486: (x,y) = (-12047.2,71632.9)
80487: (x,y) = (-12015.4,71432.4)
80488: (x,y) = (-12203.7,71356.3)
80489: (x,y) = (-12283,71543.2)
80490: (x,y) = (-12086,71592.3)
80491: (x,y) = (-11937.5,71730.8)
80492: (x,y) = (-11941.1,71933.7)
80493: (x,y) = (-12094.3,71800.5)
80494: (x,y) = (-12150.2,71605.4)
80495: (x,y) = (-12353.2,71601.9)
80496: (x,y) = (-12200,71735)
80497: (x,y) = (-12217.7,71937.3)
80498: (x,y) = (-12245.9,71736.3)
80499: (x,y) = (-12270.7,71534.8)
80500: (x,y) = (-12204.6,71342.8)
80501: (x,y) = (-12046.8,71215.1)
80502: (x,y) = (-11927.5,71379.3)
80503: (x,y) = (-11753.5,71274.8)
80504: (x,y) = (-11735.8,71477)
80505: (x,y) = (-11659.8,71665.2)
80506: (x,y) = (-11614.1,71863)
80507: (x,y) = (-11696.7,71677.5)
80508: (x,y) = (-11589.1,71505.4)
80509: (x,y) = (-11665.1,71317.2)
80510: (x,y) = (-11462.9,71334.9)
80511: (x,y) = (-11265.1,71289.2)
80512: (x,y) = (-11344.4,71476.1)
80513: (x,y) = (-11439.7,71655.3)
80514: (x,y) = (-11329.2,71485.1)
80515: (x,y) = (-11430.7,71660.9)
80516: (x,y) = (-11238.7,71726.9)
80517: (x,y) = (-11078.8,71851.9)
80518: (x,y) = (-11075.2,71649)
80519: (x,y) = (-11228.4,71515.8)
80520: (x,y) = (-11406,71614.2)
80521: (x,y) = (-11592.8,71693.5)
80522: (x,y) = (-11738.9,71834.5)
80523: (x,y) = (-11821.4,72020)
80524: (x,y) = (-11628.4,72082.7)
80525: (x,y) = (-11653.1,71881.2)
80526: (x,y) = (-11564.1,71698.8)
80527: (x,y) = (-11491.4,71509.2)
80528: (x,y) = (-11288.5,71502.2)
80529: (x,y) = (-11219.1,71692.9)
80530: (x,y) = (-11416,71643.8)
80531: (x,y) = (-11606.8,71713.2)
80532: (x,y) = (-11631.5,71511.8)
80533: (x,y) = (-11704.3,71322.2)
80534: (x,y) = (-11501.3,71325.8)
80535: (x,y) = (-11302.8,71283.6)
80536: (x,y) = (-11503.3,71251.8)
80537: (x,y) = (-11461,71450.4)
80538: (x,y) = (-11580.4,71286.1)
80539: (x,y) = (-11716.2,71437)
80540: (x,y) = (-11546,71326.4)
80541: (x,y) = (-11618.7,71516)
80542: (x,y) = (-11717.1,71693.5)
80543: (x,y) = (-11581.3,71542.7)
80544: (x,y) = (-11623.5,71741.2)
80545: (x,y) = (-11540.9,71555.8)
80546: (x,y) = (-11478.2,71748.8)
80547: (x,y) = (-11582.7,71922.8)
80548: (x,y) = (-11403.5,71827.5)
80549: (x,y) = (-11569.8,71711.1)
80550: (x,y) = (-11738.1,71597.6)
80551: (x,y) = (-11535.6,71583.4)
80552: (x,y) = (-11337.8,71629.1)
80553: (x,y) = (-11488.6,71493.3)
80554: (x,y) = (-11558.1,71684)
80555: (x,y) = (-11582.8,71482.5)
80556: (x,y) = (-11699.2,71648.8)
80557: (x,y) = (-11671,71447.8)
80558: (x,y) = (-11867.1,71395.2)
80559: (x,y) = (-11980.6,71563.5)
80560: (x,y) = (-11782,71521.3)
80561: (x,y) = (-11604.5,71619.8)
80562: (x,y) = (-11789.9,71702.3)
80563: (x,y) = (-11900.5,71872.6)
80564: (x,y) = (-11872.2,71671.5)
80565: (x,y) = (-12059.1,71750.9)
80566: (x,y) = (-12131.9,71940.4)
80567: (x,y) = (-12194.6,72133.4)
80568: (x,y) = (-12308.1,71965.1)
80569: (x,y) = (-12468.1,71840.2)
80570: (x,y) = (-12569.6,71664.4)
80571: (x,y) = (-12517,71860.4)
80572: (x,y) = (-12343,71755.9)
80573: (x,y) = (-12470.8,71598.1)
80574: (x,y) = (-12289.9,71690.3)
80575: (x,y) = (-12179.3,71520)
80576: (x,y) = (-12375.4,71572.6)
80577: (x,y) = (-12196.2,71477.3)
80578: (x,y) = (-12107.2,71294.8)
80579: (x,y) = (-12255.7,71433.3)
80580: (x,y) = (-12457.1,71408.5)
80581: (x,y) = (-12268.9,71484.6)
80582: (x,y) = (-12066.7,71502.3)
80583: (x,y) = (-12257.5,71432.8)
80584: (x,y) = (-12343.2,71248.9)
80585: (x,y) = (-12144.7,71206.7)
80586: (x,y) = (-12193.8,71403.6)
80587: (x,y) = (-11993.9,71438.9)
80588: (x,y) = (-12008,71236.4)
80589: (x,y) = (-11909.6,71058.8)
80590: (x,y) = (-11707.7,71080)
80591: (x,y) = (-11829.9,71242.2)
80592: (x,y) = (-12020.7,71172.7)
80593: (x,y) = (-12213.7,71235.5)
80594: (x,y) = (-12283.2,71044.7)
80595: (x,y) = (-12082.7,71013)
80596: (x,y) = (-11927.1,70882.5)
80597: (x,y) = (-12046.5,70718.2)
80598: (x,y) = (-12078.2,70918.7)
80599: (x,y) = (-12002.2,71107)
80600: (x,y) = (-12009.3,71309.8)
80601: (x,y) = (-12183.3,71205.3)
80602: (x,y) = (-12345.4,71327.4)
80603: (x,y) = (-12266.1,71140.6)
80604: (x,y) = (-12237.8,71341.6)
80605: (x,y) = (-12087,71477.4)
80606: (x,y) = (-12197.5,71307.2)
80607: (x,y) = (-12276.8,71120.3)
80608: (x,y) = (-12079.9,71169.4)
80609: (x,y) = (-11936.3,71313)
80610: (x,y) = (-11985.4,71116)
80611: (x,y) = (-12173.7,71040)
80612: (x,y) = (-12097.6,71228.2)
80613: (x,y) = (-12238.6,71374.2)
80614: (x,y) = (-12224.5,71171.7)
80615: (x,y) = (-12086,71023.2)
80616: (x,y) = (-12193.6,71195.4)
80617: (x,y) = (-12263,71004.6)
80618: (x,y) = (-12100.9,70882.5)
80619: (x,y) = (-12136.2,70682.6)
80620: (x,y) = (-12336.7,70650.8)
80621: (x,y) = (-12160.9,70549.3)
80622: (x,y) = (-11980,70641.5)
80623: (x,y) = (-12008.2,70440.4)
80624: (x,y) = (-11805.7,70454.6)
80625: (x,y) = (-11981.5,70556.1)
80626: (x,y) = (-12040.9,70362)
80627: (x,y) = (-11876.6,70242.6)
80628: (x,y) = (-11691.2,70325.2)
80629: (x,y) = (-11837.2,70184.2)
80630: (x,y) = (-11858.4,69982.3)
80631: (x,y) = (-11659.9,69940.1)
80632: (x,y) = (-11607.3,70136.2)
80633: (x,y) = (-11468.9,70284.6)
80634: (x,y) = (-11430.2,70085.4)
80635: (x,y) = (-11252.6,70183.8)
80636: (x,y) = (-11252.6,70386.8)
80637: (x,y) = (-11440.8,70462.8)
80638: (x,y) = (-11613,70570.4)
80639: (x,y) = (-11427.5,70487.8)
80640: (x,y) = (-11613,70405.3)
80641: (x,y) = (-11591.8,70203.4)
80642: (x,y) = (-11794.6,70210.5)
80643: (x,y) = (-11787.6,70007.6)
80644: (x,y) = (-11657.1,70163.1)
80645: (x,y) = (-11490.8,70046.7)
80646: (x,y) = (-11515.5,70248.2)
80647: (x,y) = (-11716.5,70276.4)
80648: (x,y) = (-11882.8,70160)
80649: (x,y) = (-11781.3,70335.8)
80650: (x,y) = (-11664.9,70169.5)
80651: (x,y) = (-11640.2,69968)
80652: (x,y) = (-11668.4,69767)
80653: (x,y) = (-11853.9,69684.4)
80654: (x,y) = (-12056.8,69688)
80655: (x,y) = (-12067.5,69485.2)
80656: (x,y) = (-11865.6,69464)
80657: (x,y) = (-11802.8,69657.1)
80658: (x,y) = (-11848.5,69854.9)
80659: (x,y) = (-11917.9,69664.1)
80660: (x,y) = (-12116.5,69706.3)
80661: (x,y) = (-11915.5,69734.6)
80662: (x,y) = (-12023,69562.4)
80663: (x,y) = (-12115.2,69381.5)
80664: (x,y) = (-12055.9,69187.4)
80665: (x,y) = (-12246.6,69256.8)
80666: (x,y) = (-12410.8,69376.2)
80667: (x,y) = (-12483.6,69186.6)
80668: (x,y) = (-12683.5,69151.4)
80669: (x,y) = (-12607.5,68963.2)
80670: (x,y) = (-12748.5,68817.2)
80671: (x,y) = (-12762.6,68614.6)
80672: (x,y) = (-12941.9,68519.3)
80673: (x,y) = (-12920.7,68317.5)
80674: (x,y) = (-12790.2,68473)
80675: (x,y) = (-12923.3,68626.2)
80676: (x,y) = (-13021.8,68448.6)
80677: (x,y) = (-13192,68559.2)
80678: (x,y) = (-13081.5,68388.9)
80679: (x,y) = (-12907.4,68284.4)
80680: (x,y) = (-13086.7,68189.1)
80681: (x,y) = (-13188.2,68364.9)
80682: (x,y) = (-13270.8,68179.4)
80683: (x,y) = (-13077.7,68116.7)
80684: (x,y) = (-12911.4,68000.3)
80685: (x,y) = (-12825.6,68184.2)
80686: (x,y) = (-12930.2,68358.3)
80687: (x,y) = (-12777,68225.1)
80688: (x,y) = (-12576.5,68256.8)
80689: (x,y) = (-12720,68113.3)
80690: (x,y) = (-12691.7,68314.3)
80691: (x,y) = (-12894.5,68324.9)
80692: (x,y) = (-12947,68521)
80693: (x,y) = (-12791.5,68390.5)
80694: (x,y) = (-12715.5,68202.3)
80695: (x,y) = (-12543.3,68309.9)
80696: (x,y) = (-12342.3,68281.6)
80697: (x,y) = (-12217.3,68121.7)
80698: (x,y) = (-12175.1,67923.1)
80699: (x,y) = (-12058.7,68089.4)
80700: (x,y) = (-12134.7,68277.6)
80701: (x,y) = (-11943.9,68347)
80702: (x,y) = (-11786.2,68219.3)
80703: (x,y) = (-11630.7,68088.8)
80704: (x,y) = (-11829.2,68131)
80705: (x,y) = (-11630.7,68173.2)
80706: (x,y) = (-11634.2,68376.2)
80707: (x,y) = (-11592,68177.6)
80708: (x,y) = (-11418,68282.2)
80709: (x,y) = (-11428.6,68079.4)
80710: (x,y) = (-11494.7,67887.5)
80711: (x,y) = (-11567.5,68077)
80712: (x,y) = (-11606.2,67877.8)
80713: (x,y) = (-11754.7,68016.2)
80714: (x,y) = (-11768.8,68218.7)
80715: (x,y) = (-11914.9,68077.7)
80716: (x,y) = (-11858.9,68272.8)
80717: (x,y) = (-12025.2,68156.4)
80718: (x,y) = (-11911.7,68324.7)
80719: (x,y) = (-11768.1,68181.1)
80720: (x,y) = (-11632.3,68030.3)
80721: (x,y) = (-11783.2,68166.1)
80722: (x,y) = (-11919,68317)
80723: (x,y) = (-11808.4,68487.2)
80724: (x,y) = (-11632.6,68385.7)
80725: (x,y) = (-11543.6,68203.3)
80726: (x,y) = (-11383.7,68078.3)
80727: (x,y) = (-11579.8,68025.8)
80728: (x,y) = (-11668.7,68208.2)
80729: (x,y) = (-11757.7,68390.7)
80730: (x,y) = (-11827.2,68199.9)
80731: (x,y) = (-11963,68049)
80732: (x,y) = (-12109,68190.1)
80733: (x,y) = (-12283,68085.5)
80734: (x,y) = (-12181.5,68261.3)
80735: (x,y) = (-12384,68275.5)
80736: (x,y) = (-12401.7,68477.7)
80737: (x,y) = (-12216.3,68560.3)
80738: (x,y) = (-12244.5,68761.3)
80739: (x,y) = (-12366.7,68923.4)
80740: (x,y) = (-12560.8,68982.8)
80741: (x,y) = (-12361.6,68944)
80742: (x,y) = (-12469.1,68771.9)
80743: (x,y) = (-12373.8,68951.1)
80744: (x,y) = (-12493.1,69115.3)
80745: (x,y) = (-12678.6,69032.8)
80746: (x,y) = (-12619.2,68838.7)
80747: (x,y) = (-12556.5,69031.7)
80748: (x,y) = (-12455,69207.5)
80749: (x,y) = (-12260.9,69148.2)
80750: (x,y) = (-12080,69240.3)
80751: (x,y) = (-12169,69057.9)
80752: (x,y) = (-11967.5,69033.1)
80753: (x,y) = (-11793.5,69137.7)
80754: (x,y) = (-11685.9,68965.5)
80755: (x,y) = (-11523.8,68843.4)
80756: (x,y) = (-11715.8,68777.3)
80757: (x,y) = (-11737,68575.4)
80758: (x,y) = (-11925.2,68651.4)
80759: (x,y) = (-11781.6,68507.9)
80760: (x,y) = (-11590.9,68577.3)
80761: (x,y) = (-11455.1,68728.2)
80762: (x,y) = (-11657.8,68717.6)
80763: (x,y) = (-11478.5,68812.9)
80764: (x,y) = (-11614.4,68963.7)
80765: (x,y) = (-11703.4,68781.3)
80766: (x,y) = (-11888.8,68698.7)
80767: (x,y) = (-11920.6,68899.2)
80768: (x,y) = (-12076.1,69029.7)
80769: (x,y) = (-11965.5,68859.4)
80770: (x,y) = (-12106.5,68713.4)
80771: (x,y) = (-11996,68543.2)
80772: (x,y) = (-12191.1,68599.1)
80773: (x,y) = (-12004.2,68519.8)
80774: (x,y) = (-11802,68537.5)
80775: (x,y) = (-11996.1,68596.8)
80776: (x,y) = (-11874,68759)
80777: (x,y) = (-11797.9,68570.7)
80778: (x,y) = (-11914.4,68404.4)
80779: (x,y) = (-11718.3,68351.9)
80780: (x,y) = (-11888.5,68462.5)
80781: (x,y) = (-11913.3,68261)
80782: (x,y) = (-12043.8,68105.5)
80783: (x,y) = (-12199.3,68236)
80784: (x,y) = (-12396.2,68285.1)
80785: (x,y) = (-12250.2,68426.1)
80786: (x,y) = (-12064.8,68343.5)
80787: (x,y) = (-11862.9,68364.7)
80788: (x,y) = (-11737.9,68204.8)
80789: (x,y) = (-11878.9,68350.8)
80790: (x,y) = (-11721.1,68223)
80791: (x,y) = (-11911.9,68153.6)
80792: (x,y) = (-11795.5,68319.9)
80793: (x,y) = (-11601.3,68379.3)
80794: (x,y) = (-11636.6,68579.2)
80795: (x,y) = (-11532,68753.2)
80796: (x,y) = (-11670.5,68901.6)
80797: (x,y) = (-11557,68733.3)
80798: (x,y) = (-11745.2,68809.4)
80799: (x,y) = (-11734.6,68606.7)
80800: (x,y) = (-11833,68784.2)
80801: (x,y) = (-11878.6,68586.4)
80802: (x,y) = (-12042.9,68467.1)
80803: (x,y) = (-11993.8,68270.1)
80804: (x,y) = (-12049.7,68465.3)
80805: (x,y) = (-12202.9,68332.1)
80806: (x,y) = (-12049.7,68198.9)
80807: (x,y) = (-12239.2,68271.7)
80808: (x,y) = (-12056.8,68360.6)
80809: (x,y) = (-12253.7,68311.5)
80810: (x,y) = (-12420,68428)
80811: (x,y) = (-12621.5,68452.7)
80812: (x,y) = (-12447.5,68348.2)
80813: (x,y) = (-12526.8,68161.3)
80814: (x,y) = (-12728.7,68140.1)
80815: (x,y) = (-12874.8,68281.1)
80816: (x,y) = (-12802,68091.6)
80817: (x,y) = (-12995.1,68154.3)
80818: (x,y) = (-13155,68279.3)
80819: (x,y) = (-13259.6,68105.3)
80820: (x,y) = (-13458.1,68147.5)
80821: (x,y) = (-13274.2,68061.7)
80822: (x,y) = (-13141,67908.5)
80823: (x,y) = (-13158.7,68110.7)
80824: (x,y) = (-12957.7,68082.5)
80825: (x,y) = (-12829.9,68240.2)
80826: (x,y) = (-13012.4,68329.2)
80827: (x,y) = (-12809.6,68318.6)
80828: (x,y) = (-12948.1,68170.1)
80829: (x,y) = (-12809.6,68021.7)
80830: (x,y) = (-12809.6,67818.7)
80831: (x,y) = (-12967.4,67690.9)
80832: (x,y) = (-12939.1,67891.9)
80833: (x,y) = (-13058.5,68056.2)
80834: (x,y) = (-12862.4,68108.7)
80835: (x,y) = (-13063.4,68080.4)
80836: (x,y) = (-13218.9,67950)
80837: (x,y) = (-13036.5,67861)
80838: (x,y) = (-12838.7,67815.3)
80839: (x,y) = (-12921.2,67629.9)
80840: (x,y) = (-13119.8,67672.1)
80841: (x,y) = (-12917.3,67686.2)
80842: (x,y) = (-12844.5,67496.7)
80843: (x,y) = (-12644.6,67532)
80844: (x,y) = (-12710.7,67340)
80845: (x,y) = (-12511.4,67301.3)
80846: (x,y) = (-12679.7,67414.8)
80847: (x,y) = (-12882.6,67407.7)
80848: (x,y) = (-12695.8,67487)
80849: (x,y) = (-12886.5,67556.5)
80850: (x,y) = (-12807.2,67369.6)
80851: (x,y) = (-12718.2,67552.1)
80852: (x,y) = (-12516.7,67576.8)
80853: (x,y) = (-12605.7,67759.3)
80854: (x,y) = (-12795.2,67832)
80855: (x,y) = (-12920.2,67672)
80856: (x,y) = (-13118,67717.7)
80857: (x,y) = (-13319.9,67696.5)
80858: (x,y) = (-13453.1,67543.3)
80859: (x,y) = (-13463.7,67340.6)
80860: (x,y) = (-13264.4,67379.3)
80861: (x,y) = (-13419.9,67509.8)
80862: (x,y) = (-13539.2,67674)
80863: (x,y) = (-13549.9,67876.7)
80864: (x,y) = (-13700.7,68012.6)
80865: (x,y) = (-13858.5,68140.3)
80866: (x,y) = (-13819.8,67941)
80867: (x,y) = (-13616.9,67934)
80868: (x,y) = (-13702.7,68117.9)
80869: (x,y) = (-13858.2,68248.4)
80870: (x,y) = (-13947.2,68430.9)
80871: (x,y) = (-14131.1,68516.7)
80872: (x,y) = (-14297.4,68633.1)
80873: (x,y) = (-14262.2,68433.2)
80874: (x,y) = (-14458.3,68485.7)
80875: (x,y) = (-14465.4,68282.9)
80876: (x,y) = (-14468.9,68079.9)
80877: (x,y) = (-14671.6,68069.3)
80878: (x,y) = (-14509.5,67947.1)
80879: (x,y) = (-14705.6,67999.6)
80880: (x,y) = (-14511.4,67940.3)
80881: (x,y) = (-14560.6,67743.3)
80882: (x,y) = (-14693.7,67590.1)
80883: (x,y) = (-14842.2,67451.7)
80884: (x,y) = (-14644.4,67497.3)
80885: (x,y) = (-14465.2,67592.6)
80886: (x,y) = (-14482.9,67794.9)
80887: (x,y) = (-14357.9,67954.8)
80888: (x,y) = (-14526.2,67841.3)
80889: (x,y) = (-14361.9,67722)
80890: (x,y) = (-14208.7,67588.8)
80891: (x,y) = (-14233.5,67790.3)
80892: (x,y) = (-14048,67707.7)
80893: (x,y) = (-13899.6,67569.3)
80894: (x,y) = (-14099.5,67534)
80895: (x,y) = (-14185.3,67718)
80896: (x,y) = (-14213.5,67919)
80897: (x,y) = (-14286.3,68108.5)
80898: (x,y) = (-14090.2,68056)
80899: (x,y) = (-14072.5,68258.2)
80900: (x,y) = (-14186,68426.5)
80901: (x,y) = (-14003.6,68337.5)
80902: (x,y) = (-14082.9,68524.4)
80903: (x,y) = (-14240.6,68652.2)
80904: (x,y) = (-14360,68816.4)
80905: (x,y) = (-14331.7,68615.4)
80906: (x,y) = (-14198.5,68768.6)
80907: (x,y) = (-14209.1,68565.8)
80908: (x,y) = (-14026.7,68476.9)
80909: (x,y) = (-14115.7,68294.4)
80910: (x,y) = (-14053,68487.5)
80911: (x,y) = (-14253.5,68455.7)
80912: (x,y) = (-14411.2,68583.5)
80913: (x,y) = (-14306.7,68409.5)
80914: (x,y) = (-14181.7,68569.4)
80915: (x,y) = (-13999.2,68658.4)
80916: (x,y) = (-14187.4,68582.4)
80917: (x,y) = (-14357.7,68692.9)
80918: (x,y) = (-14315.5,68891.5)
80919: (x,y) = (-14252.8,68698.4)
80920: (x,y) = (-14057.6,68642.5)
80921: (x,y) = (-13897.7,68767.5)
80922: (x,y) = (-13715.2,68856.4)
80923: (x,y) = (-13913.8,68814.2)
80924: (x,y) = (-14052.2,68665.8)
80925: (x,y) = (-14216.4,68546.5)
80926: (x,y) = (-14419.4,68550)
80927: (x,y) = (-14251.1,68436.5)
80928: (x,y) = (-14441.9,68367)
80929: (x,y) = (-14638,68419.6)
80930: (x,y) = (-14592.3,68221.8)
80931: (x,y) = (-14787.4,68165.8)
80932: (x,y) = (-14588.2,68204.6)
80933: (x,y) = (-14423.9,68323.9)
80934: (x,y) = (-14237.1,68244.6)
80935: (x,y) = (-14385.5,68383)
80936: (x,y) = (-14587,68358.3)
80937: (x,y) = (-14629.2,68159.7)
80938: (x,y) = (-14483.2,68300.7)
80939: (x,y) = (-14675.1,68366.8)
80940: (x,y) = (-14837.3,68489)
80941: (x,y) = (-14929.4,68669.9)
80942: (x,y) = (-14729.5,68634.6)
80943: (x,y) = (-14915,68717.2)
80944: (x,y) = (-14845.5,68526.4)
80945: (x,y) = (-14697.1,68664.9)
80946: (x,y) = (-14899.9,68657.8)
80947: (x,y) = (-15035.8,68808.6)
80948: (x,y) = (-14940.5,68987.9)
80949: (x,y) = (-14975.7,68788)
80950: (x,y) = (-14896.4,68601.1)
80951: (x,y) = (-14868.1,68400.1)
80952: (x,y) = (-15068.1,68435.3)
80953: (x,y) = (-15267.3,68396.6)
80954: (x,y) = (-15340.1,68586.1)
80955: (x,y) = (-15180.1,68711.1)
80956: (x,y) = (-15041.7,68859.6)
80957: (x,y) = (-14972.2,68668.8)
80958: (x,y) = (-15085.8,68500.5)
80959: (x,y) = (-15184.2,68678.1)
80960: (x,y) = (-15013.9,68567.5)
80961: (x,y) = (-15203.4,68640.2)
80962: (x,y) = (-15404.9,68615.5)
80963: (x,y) = (-15216.7,68539.5)
80964: (x,y) = (-15140.7,68727.7)
80965: (x,y) = (-15335.8,68783.6)
80966: (x,y) = (-15421.6,68967.6)
80967: (x,y) = (-15474.1,68771.5)
80968: (x,y) = (-15388.3,68587.5)
80969: (x,y) = (-15216.2,68695.1)
80970: (x,y) = (-15102.7,68863.4)
80971: (x,y) = (-14972.2,68707.9)
80972: (x,y) = (-15146.2,68812.5)
80973: (x,y) = (-15117.9,68611.4)
80974: (x,y) = (-15173.9,68806.6)
80975: (x,y) = (-15135.2,69005.8)
80976: (x,y) = (-15333,68960.2)
80977: (x,y) = (-15523.7,69029.6)
80978: (x,y) = (-15502.5,69231.5)
80979: (x,y) = (-15551.6,69034.5)
80980: (x,y) = (-15475.6,68846.3)
80981: (x,y) = (-15548.3,68656.8)
80982: (x,y) = (-15407.3,68802.8)
80983: (x,y) = (-15453,69000.6)
80984: (x,y) = (-15417.7,69200.5)
80985: (x,y) = (-15604.6,69279.8)
80986: (x,y) = (-15406.8,69325.5)
80987: (x,y) = (-15203.8,69322)
80988: (x,y) = (-15196.7,69524.8)
80989: (x,y) = (-15301.3,69698.8)
80990: (x,y) = (-15100.8,69667.1)
80991: (x,y) = (-15041.4,69473)
80992: (x,y) = (-15220.7,69568.3)
80993: (x,y) = (-15423.5,69575.3)
80994: (x,y) = (-15437.7,69372.8)
80995: (x,y) = (-15593.2,69242.4)
80996: (x,y) = (-15759.5,69125.9)
80997: (x,y) = (-15818.8,68931.8)
80998: (x,y) = (-15904.6,69115.8)
80999: (x,y) = (-15716.4,69191.8)
81000: (x,y) = (-15663.9,68995.7)
81001: (x,y) = (-15515.4,69134.2)
81002: (x,y) = (-15336.2,69038.9)
81003: (x,y) = (-15280.2,69234)
81004: (x,y) = (-15120.2,69109)
81005: (x,y) = (-14989.8,68953.5)
81006: (x,y) = (-14807.3,69042.5)
81007: (x,y) = (-14626.4,69134.7)
81008: (x,y) = (-14695.9,69325.4)
81009: (x,y) = (-14502.8,69262.7)
81010: (x,y) = (-14457.1,69064.9)
81011: (x,y) = (-14306.3,69200.7)
81012: (x,y) = (-14351.9,69398.5)
81013: (x,y) = (-14540.2,69322.5)
81014: (x,y) = (-14346,69381.8)
81015: (x,y) = (-14548.7,69371.2)
81016: (x,y) = (-14345.8,69367.7)
81017: (x,y) = (-14374,69166.7)
81018: (x,y) = (-14254.7,69330.9)
81019: (x,y) = (-14101.5,69197.7)
81020: (x,y) = (-13914.6,69277)
81021: (x,y) = (-13771.1,69420.6)
81022: (x,y) = (-13850.4,69233.7)
81023: (x,y) = (-14052.9,69247.9)
81024: (x,y) = (-14074.1,69449.7)
81025: (x,y) = (-13890.2,69535.5)
81026: (x,y) = (-13897.2,69332.7)
81027: (x,y) = (-13764.1,69179.5)
81028: (x,y) = (-13735.8,68978.4)
81029: (x,y) = (-13784.9,68781.5)
81030: (x,y) = (-13604.1,68689.3)
81031: (x,y) = (-13789.5,68606.7)
81032: (x,y) = (-13990,68638.5)
81033: (x,y) = (-14192.7,68649.1)
81034: (x,y) = (-14368.5,68750.6)
81035: (x,y) = (-14507,68899.1)
81036: (x,y) = (-14304,68895.5)
81037: (x,y) = (-14168.2,69046.4)
81038: (x,y) = (-14360.1,69112.5)
81039: (x,y) = (-14168.2,69046.4)
81040: (x,y) = (-13992.4,69147.9)
81041: (x,y) = (-13846.3,69006.9)
81042: (x,y) = (-13659.5,69086.2)
81043: (x,y) = (-13797.9,69234.7)
81044: (x,y) = (-13986.1,69310.7)
81045: (x,y) = (-13975.5,69108)
81046: (x,y) = (-14176.5,69079.7)
81047: (x,y) = (-14000.7,69181.2)
81048: (x,y) = (-13862.3,69329.7)
81049: (x,y) = (-13954.5,69148.8)
81050: (x,y) = (-13755.2,69110.1)
81051: (x,y) = (-13689.1,69302)
81052: (x,y) = (-13879.9,69371.5)
81053: (x,y) = (-13942.6,69564.5)
81054: (x,y) = (-14041,69742.1)
81055: (x,y) = (-14090.1,69545.1)
81056: (x,y) = (-14228.6,69693.6)
81057: (x,y) = (-14267.3,69494.3)
81058: (x,y) = (-14228.6,69693.6)
81059: (x,y) = (-14103.6,69853.5)
81060: (x,y) = (-14287.6,69939.3)
81061: (x,y) = (-14238.4,69742.4)
81062: (x,y) = (-14363.4,69902.3)
81063: (x,y) = (-14193.2,69791.8)
81064: (x,y) = (-14231.9,69991)
81065: (x,y) = (-14203.7,69790)
81066: (x,y) = (-14024.4,69694.7)
81067: (x,y) = (-13845.2,69599.4)
81068: (x,y) = (-13674.9,69488.8)
81069: (x,y) = (-13472.7,69506.5)
81070: (x,y) = (-13334.3,69358.1)
81071: (x,y) = (-13467.4,69204.9)
81072: (x,y) = (-13664.4,69155.8)
81073: (x,y) = (-13842,69057.3)
81074: (x,y) = (-13958.4,68891)
81075: (x,y) = (-14104.4,68750)
81076: (x,y) = (-14212,68922.2)
81077: (x,y) = (-14119.8,69103.1)
81078: (x,y) = (-14175.8,68907.9)
81079: (x,y) = (-14375.1,68946.7)
81080: (x,y) = (-14577.9,68953.7)
81081: (x,y) = (-14666.9,69136.2)
81082: (x,y) = (-14743,69324.4)
81083: (x,y) = (-14553.4,69251.7)
81084: (x,y) = (-14699.5,69110.7)
81085: (x,y) = (-14745.1,69308.4)
81086: (x,y) = (-14861.6,69142.2)
81087: (x,y) = (-14992.1,68986.7)
81088: (x,y) = (-14789.3,68997.3)
81089: (x,y) = (-14645.8,68853.7)
81090: (x,y) = (-14828.3,68942.7)
81091: (x,y) = (-15016.5,69018.8)
81092: (x,y) = (-15121,68844.8)
81093: (x,y) = (-15078.8,68646.2)
81094: (x,y) = (-14876.1,68635.6)
81095: (x,y) = (-15046.3,68525)
81096: (x,y) = (-15237.1,68455.6)
